name,original_price,special_price,specification,description,original_fragrance,top_notes,middle_notes,base_notes,detail_url,gender,fragrance,brand,ml,discount_rate,price_per_ml
Ralph Lauren Polo Blue 男性淡香水,3600.0,1800.0,125ml,湛蓝的瓶身，在视觉上先给了我优雅的印象。香味来说，瓜果的前味肯定能让你有了愉悦的情绪，接著马鞭草的清新带来平衡，而后味的沉稳，在社交场合肯定能让对方对你产生深刻印象。也让我这七八年来始终忠实！,草香清新调,天竺葵、西瓜、鼠尾草、鲜黄瓜、鲜橘,小羊皮、苔藓、马鞭草、罗勒叶,琥珀、广藿香、麝香,https://www.1976.com.tw/prod/4290,male,清新调,Ralph Lauren,125.0,50.0,14.4
Kenneth Cole Mankind 新时代(新人类)男性淡香水,2700.0,1450.0,100ml,过除冬天表现较弱外，其他季节都很适合。香味给人「准备充分，随时待命」的温文干练形象，上班穿它很加分，香味持久度也很好（4～6小时），C/P值高值得拥有。ヽ(^。^)ノ,东方清新调,小荳蔻、龙蒿叶、生姜、菠萝,雪松、香根草根、肉桂,檀香、橡苔、零陵香、麝香,https://www.1976.com.tw/prod/12324,male,清新调,Kenneth Cole Mankind,100.0,46.3,14.5
Davidoff Zino 男性淡香水,3480.0,1280.0,125ml,"这瓶是我的签名香，25年前在纽约购买，就爱上了它，一直用到现在，随时都留一瓶BACKUP，之前台湾很少看到，还要托人从国外带回，现在竟然才半价就可入手~很绅士沉稳的木质调性,跟YSL 的RIVE GAUCHＥ很相似，不会撞香又有沙龙香的质感，值得一试！",木质东方调,薰衣草、黄檀、鼠尾草、佛手柑,天竺葵、玫瑰、铃兰、茉莉,广藿香、雪松木、檀香、香草,https://www.1976.com.tw/prod/14184,male,木质调,Davidoff,125.0,63.22,10.24
Yardley Gentleman Urbane 绅士高雅男性淡香精,850.0,699.0,100ml,清新干净的柑橘调，反应了你对运动的热情，后面檀香、广藿香带出了温暖木质香调，这款推荐给爱运动（有运动）的男生，适合休闲用:D,草香清新调,佛手柑、薰衣草,百里香、龙蒿,檀香、广藿香、麝香,https://www.1976.com.tw/prod/15359,male,清新调,Yardley Gentleman Urbane,100.0,17.76,6.99
Juicy Couture Dirty English 男性淡香水,3650.0,1290.0,100ml,前面的木头与皮革总是给我一种类似酒的感觉，不是闻到酒香而是那个环境很适合出现酒，就是种又野又烈的坏男人，但是尾巴几乎要不见的木头味，很像是偶遇后他留了外套给你，却走的毫不犹豫。,木质调,胡椒、蓝柏、佛手柑、小茴香、荳蔻,墨角兰、黑皮革、檀香木、雪松、香根草,沉香、乌木、黑苔、琥珀麝香,https://www.1976.com.tw/prod/15689,male,木质调,Juicy Couture Dirty English,100.0,64.66,12.9
Davidoff Adventure 追风骑士男性淡香水,2500.0,1250.0,100ml,柠檬酸涩香气展开序幕，胡椒掺了些南美红椒的辛辣气息，低调地为这支香水增添清新层次，也自然而然地带出马黛茶异国情调，温润茶味在香柏木及岩兰草的木质气息基底下，显得内敛成熟。,茶香清新调,佛手柑、柠檬、胡椒,马黛茶、黑芝麻、南美红椒,香柏木、岩兰草,https://www.1976.com.tw/prod/4790,male,清新调,Davidoff,100.0,50.0,12.5
Guerlain Habit Rouge 满堂红男性淡香水,4500.0,3150.0,100ml 新瓶身,看了心得分享的描述、香调的安排以及网路影片的介绍，就让我大胆的盲买。后来收到立刻开来喷，结果非常满意。首先开场的柑橘调，层次非常多元，有柑橘的香也偶有苦涩，不单一，让人会想闻清楚，领略不同层次的美。后来转成中味之后，相对沈稳。觉得适合30岁以上的人，才撑得起来这款香水的温柔以及稳重，而且不会让人觉得老派。,木质东方调,柠檬、柑橘、佛手柑、柑橘,肉桂、广藿香、雪松,皮革、琥珀调、香草,https://www.1976.com.tw/prod/10276,male,木质调,Guerlain Habit Rouge,100.0,30.0,31.5
Maison Alhambra Kismet 男性淡香精,3450.0,1150.0,100ml,,木质东方调,木质调、肉荳蔻,广藿香、檀香、可可、咖啡,香草、香根草,https://www.1976.com.tw/prod/22175,male,木质调,Maison Alhambra Kismet,100.0,66.67,11.5
Abercrombie & Fitch 100% Passion 百分百热情男性淡香水,3000.0,1450.0,100ml,100% PASSION 百分百热情男香为琥珀果香调淡香水，清新的柑橘与葡萄柚作为开场，揉合黑胡椒的辛辣与薰衣草的沉稳，再以清新琥珀、檀香木与麝香堆叠出温暖且具张力的尾韵，展现出温柔却坚定的现代男性气质。,东方清新调,柑橘、佛手柑、葡萄柚,黑胡椒、薰衣草、苹果、李子,琥珀、檀香木、零陵香豆、黄金木、麝香,https://www.1976.com.tw/prod/22614,male,清新调,Abercrombie & Fitch,100.0,51.67,14.5
Penhaligon's Opus 1870 潘海利根 咏序曲男性淡香水,5700.0,4380.0,100ml,试在身上像是原木家具的味道，而且从头到尾都是悠然明晰、不会厚重也不会淡薄到没有存在感。持香程度非常好，同时试的其他款几乎散光时就剩它还在，若是喜欢优雅稳重（但不沈重）木头香的人非常推荐。,木质调,波本酒香、黑胡椒、日本柚、芫荽,丁香玫瑰、肉桂、薰香,西洋杉、澳洲檀香、Ciarawood、麝香,https://www.1976.com.tw/prod/6285,male,木质调,Penhaligon's,100.0,23.16,43.8
Ralph Lauren Polo Black 黑色马球男性淡香水,3650.0,1750.0,125ml,味道有一点点低沉、一点点忧郁、一点点性感、一点点魅惑，香味浓度适中，是成熟男士的选择。有烟草味，感觉比较优雅的味道，基调很成熟，尾调有点偏甜，各种场合都适用喔！,木质清新调,冰镇芒果,银色艾草,广藿香,https://www.1976.com.tw/prod/2695,male,清新调,Ralph Lauren,125.0,52.05,14.0
Sean John Unforgivable 吹牛老爹不可原谅男性淡香水,2250.0,1099.0,75ml,这是一个中年男人在你面前看著你猖狂坏笑时性感的味道，勾引著你的鼻子也勾引著内心，让你明知不可但逐步踏入火里的陷阱。,东方清新调,柑橘、西西里柠檬、义大利佛手柑、摩洛哥橘子、葡萄柚、杜松、气泡香槟,托斯卡尼罗勒、佛罗伦斯鸢尾花、快乐鼠尾草、薰衣草,海藻、澳大利亚檀木、琥珀、薰草豆,https://www.1976.com.tw/prod/4382,male,清新调,Sean John Unforgivable,75.0,51.16,14.65
Armaf Nomad The Wanderer 游牧男性淡香精,3280.0,1720.0,100ml,Creed 爱尔兰之心的完美诠释。磁吸瓶盖、与瓶身创意有俐落高档的感觉。前味出来丰富清爽，凤梨柠檬醋栗的果香搭载著分子较大的佛手柑；个人觉得中味是无玫瑰与茉莉，但反而薰衣草的花香调，后味就是ambroxane、musk干燥感。一闻到这款香水，我脑中立刻浮现爱尔兰国球rugby，在青草地上装甲般的肌肉大个相互碰撞，青草味、男性贺尔蒙弥漫在空气中，超适合爽朗阳光的男子汉！,木质东方调,佛手柑、青柠、木兰、苹果、草莓、李子、覆盆子、生姜、黑胡椒、藏红花,天竺葵、木兰。茉莉、鸢尾花、铃兰,古尔朱姆香脂、雪松、香根草、愈创木、檀香、广藿香、没药、麝香、琥珀、皮革、蜂蜜、劳丹脂、香草、Nagarmotha,https://www.1976.com.tw/prod/21825,male,木质调,Armaf Nomad The Wanderer,100.0,47.56,17.2
Karl Lagerfeld Bois de Cypres 冷香丝柏男性淡香水,2450.0,1190.0,100ml,Bois de Cyprès冷香丝柏淡香水—经典馥奇调的重新演绎。前调以充满活力的荳蔻、马达加斯加柑橘和柠檬的香调开启，引领出核心中调的明星香氛丝柏的幽雅清香，并以薰衣草与水生薄荷加以点缀。后调则是带有浓郁芳香气息的快乐鼠尾草精粹揉合温暖的喀什米尔木及香根草。,木质调,柑橘、小荳蔻、柠檬,薰衣草、柏木、海洋薄荷,喀什米尔木、香根草、鼠尾草,https://www.1976.com.tw/prod/21902,male,木质调,Karl Lagerfeld Bois,100.0,51.43,11.9
Karl Lagerfeld Bois de Cypres 冷香丝柏男性淡香水 TESTER,2400.0,899.0,100ml 原厂环保纸盒包装，有瓶盖,Bois de Cyprès冷香丝柏淡香水—经典馥奇调的重新演绎。前调以充满活力的荳蔻、马达加斯加柑橘和柠檬的香调开启，引领出核心中调的明星香氛丝柏的幽雅清香，并以薰衣草与水生薄荷加以点缀。后调则是带有浓郁芳香气息的快乐鼠尾草精粹揉合温暖的喀什米尔木及香根草。,木质调,柑橘、小荳蔻、柠檬,薰衣草、柏木、海洋薄荷,喀什米尔木、香根草、鼠尾草,https://www.1976.com.tw/prod/22251,male,木质调,Karl Lagerfeld Bois,100.0,62.54,8.99
Armaf Craze 狂热男性淡香精,3590.0,1199.0,100ml,辛辣又清新的香味让人为之振奋！像是牛仔猛男的气息，常看到女性在你周围拨头发，真的女人一直靠过来！,木质东方调,小茴香、天芥菜、佛手柑,苦杏仁、薰衣草、茉莉、鼠尾草,檀香、香草、琥珀,https://www.1976.com.tw/prod/18329,male,木质调,Armaf Craze,100.0,66.6,11.99
Karl Lagerfeld Bois de Yuzu 绿意香橙木男性淡香水,2400.0,1199.0,100ml,清新的柑橘柚子味就像在夏天喝上一杯柚子酒，很是惬意，适合夏天容易流汗的日子，,柑橘调,生姜、柑橘,柚子木、鼠尾草,纸莎草、橡苔,https://www.1976.com.tw/prod/16349,male,柑橘调,Karl Lagerfeld Bois,100.0,50.04,11.99
Tom Ford Grey Vetiver 灰色香根草男性淡香精(清新岩兰草),6200.0,4600.0,50ml,如果很喜欢香根草，又觉得Lalique Encre Noire太浓郁，可以选择这个适合夏天的轻盈感皂香，一点点微苦成熟，Encre Noire形象是黑的话，Grey Vetiver就像白色般。,木质调,葡萄柚、橙花、鼠尾草,肉豆蔻、红色柿子椒、鸢尾,橡树苔、琥珀、木质香气,https://www.1976.com.tw/prod/10361,male,木质调,Tom Ford,50.0,25.81,92.0
Afnan 9pm 中性淡香精,2450.0,1550.0,100ml,非常优雅而独特，推荐给不爱撞香的你/妳。,东方花香调,苹果、肉桂、薰衣草、佛手柑,橙花、铃兰,香草、零陵香豆、琥珀、广藿香,https://www.1976.com.tw/prod/20503,male,花香调,Afnan,100.0,36.73,15.5
Jaguar 尊爵绿色经典男性淡香水,1890.0,750.0,100ml,观察香材表你会发现，尊爵绿色经典的香味结构应该表明这款香水是沉重而夸张的。但说实话，它很流畅，非常优雅。它的独特之处在于这款香水所经历的转变。首先，我们得到一个绿色、柑橘味的开头；它转瞬即逝。然后我们得到了纯肥皂味的花香，辛辣中调。这是我最喜欢的阶段，不太花香也不太辣；完美平衡。最后的过渡是花香中调，带有烟草和雪松的味道，并带有一些琥珀和广藿香的泥土气息。这是我春季喜欢在办公室佩戴的香水。,木质清新调,香木缘、莞荽、丹参、肉桂皮、马鞭草,番红花、百合、柏树、老鹤草、荳蔻,麝香、琥珀、檀香、岩兰草,https://www.1976.com.tw/prod/3108,male,清新调,Jaguar,100.0,60.32,7.5
Armaf Derby Club House 男性淡香水,3280.0,1180.0,100ml 黑盒 效期：2026.10 便宜卖,盲买，也是买了不亏系列，从外包装就屌打其他大牌商品香，那质感用这价格，ARMAF 我喜欢！网上没什么对这支香的评论，薰衣草占主前调，有种花花公子哥那个味，难怪叫derby club house。,木质调,薰衣草、佛手柑,黑木、雪松、广藿香、辛辣调,香草、零陵香豆、白琥珀,https://www.1976.com.tw/prod/17067,male,木质调,Armaf Derby Club House,100.0,64.02,11.8
David Beckham Instinct 贝克汉本能同名男性淡香精版本,2300.0,999.0,75ml,前味是满满的佛手柑，是浓郁偏成熟的柑橘调，比较适合出社会有点历练的轻熟男使用，中后味的小荳蔻跟 广藿香蛮好闻的,柑橘调,佛手柑,小荳蔻,广藿香,https://www.1976.com.tw/prod/21894,male,柑橘调,David Beckham,75.0,56.57,13.32
Karl Lagerfeld Bois de Yuzu 绿意香橙木男性淡香水 TESTER,2400.0,880.0,100ml 原厂环保纸盒包装，有瓶盖,以柚子做为基底，如麂皮般的柔滑香橙味，带有属于时尚男人的清新感。,柑橘调,生姜、柑橘,柚子木、鼠尾草,纸莎草、橡苔,https://www.1976.com.tw/prod/17253,male,柑橘调,Karl Lagerfeld Bois,100.0,63.33,8.8
MFK Amyris 阿米香树之香男性淡香水,7300.0,5100.0,70ml,,木质花香调,西西里柑橘、迷迭香,牙买加阿米香树、鸢尾花、牛奶巧克力、椰子、咖啡,零陵香豆、沈香,https://www.1976.com.tw/prod/19875,male,木质调,Maison Francis Kurkdjian,70.0,30.14,72.86
Thierry Mugler A*Men 男性淡香水,3500.0,2500.0,100ml,有一种新鲜的薄荷木香，令人振奋的气味快盖过甜甜的香味，前调到中调还满浓郁的，不过薰衣草让它更耐穿，也不那么甜腻，牛奶和蜂蜜使它更加美味，带有温暖的辛辣、咖啡、焦糖或类似的东西，很适合寒冷的冬天，在星巴克里，喝著咖啡和吃著岩浆巧克力蛋糕，在纷扰的一天画下完美的句点:D,木质东方调,香菜、薰衣草、绿色元素、辛辣果香元素、薄荷、香柠檬,蜂蜜、广藿香、茉莉、牛奶、焦糖、铃兰、雪松,檀木、零陵香豆、琥珀、广藿香、麝香、安息香、香草、咖啡,https://www.1976.com.tw/prod/14872,male,木质调,Thierry Mugler,100.0,28.57,25.0
Ralph Lauren Polo Sport 运动男性淡香水,2690.0,1350.0,75ml,很清新自然的感觉，感觉像是嗅到了山中的溪水，把大自然穿在身上的感觉，精神振奋，舒畅！,海洋清新调,鲜橙、柠檬、波罗、香梨、海藻、薄荷,豆蔻、花梨木、牙买加姜、橙花,檀木、爪哇香根草油、麝香、香木,https://www.1976.com.tw/prod/2685,male,清新调,Ralph Lauren,75.0,49.81,18.0
Sean John I am King 吹牛老爹王者之风男性淡香水,2650.0,1250.0,100ml,买了老爹的不可原谅后，继续盲买，我是王者，是的没错，喷上这支，你将有君临天下的感觉，前香是无论男女都无法抗拒的迷人香甜，比起不可原谅，这支更适合在夏天走跳，喷过一次去上班，意外地获得同事的好评!老爹果然很猛!!,柑苔调,莓果、蔓越莓、橙皮、柳橙,莱姆、柠檬、奶油,檀香、香根草、岩玫瑰、苔藓、雪松,https://www.1976.com.tw/prod/6921,male,柑橘调,Sean John,100.0,52.83,12.5
Armaf Derby Blanche White 男性淡香精,2500.0,1199.0,100ml,有种精品店的味道，有水感的柑橘；接著出现了一股多汁的绿叶味，并略带有回甘涩味；紧跟著白松香出场把枝上树叶拉下大地，给人厚实沉稳的感觉，麝香及檀香又提供了烟雾感给它，最后在我身上呈现出欧洲杉木的味道。我觉得这款香适合希望自己气质清冽，并有智慧形象的型男，以及有个性的女子。,茶香清新调,海洋调、佛手柑、柑橘,绿茶、黑醋栗,白松香、麝香、檀香,https://www.1976.com.tw/prod/15859,male,清新调,Armaf Derby Blanche White,100.0,52.04,11.99
Kenneth Cole Mankind Rise 人类崛起男性淡香水,2580.0,1290.0,100ml,对任何人来说都是一种干净、轻快的感觉，清爽的柑橘木香，稍微有一点酸，非常耐穿、宜人的香味，后调则以大地气息的广藿香、干爽的雪松打造覆盖树林的气味印象，让整体的木质感若隐若现，如果您正在寻找一款清新的日常香水并且喜欢水香调，那么这可能是一个不错的选择:D,木质清新调,柑橘、桉树、蓝丝柏,生姜、尤加利、苹果、零陵香豆,雪松、檀香、香根草,https://www.1976.com.tw/prod/21376,male,清新调,Kenneth Cole Mankind Rise,100.0,50.0,12.9
Jaguar Classic 新尊爵男性淡香水,2600.0,790.0,100ml,非常清新的木质花香，不会过于黏腻、招摇，穿上这支会让人感到充满自信活力，给人形象很好的感觉，后味是很安稳舒服的，非常喜欢！,木质花香调,柑橘、佛手柑、圆柏浆果、薰衣草、罗勒、大茴香,橙花、莲花、生姜,白麝香、檀木、安息香,https://www.1976.com.tw/prod/2640,male,木质调,Jaguar,100.0,69.62,7.9
